Wave,Transmittance,Std.Dev.
190,0.100010540953589,0.016146796575853
191,0.06012117530677,0.008176594582391
192,0.090859272483384,0.017454274160602
193,0.07513174879711,0.009658953669908
194,0.100395275518051,0.012888563056972
195,0.062878746552043,0.00855455117096
196,0.072786928689624,0.010927042272624
197,0.075324779011613,0.009305317649033
198,0.090206704913123,0.00888339252834
199,0.056613021731552,0.006749208341081
200,0.073971971229304,0.007727183433827
201,0.083568087360018,0.011888914634961
202,0.044895527951697,0.010741645129652
203,0.044644785088461,0.006008791641125
204,0.084278700517756,0.009889113999896
205,0.053858185353154,0.006701606231648
206,0.045985107552458,0.005787217613465
207,0.047082878521879,0.004454627283974
208,0.052398904171057,0.006909743360351
209,0.044260966108758,0.004480743715608
210,0.041020087102272,0.002079813650236
211,0.04215395739049,0.002007721097889
212,0.057089096921848,0.004244520623865
213,0.043608264752316,0.005618066882606
214,0.044658806467802,0.004698085581463
215,0.050976923170278,0.002811153773626
216,0.060671566797787,0.00415382436711
217,0.069823218328778,0.004044231973103
218,0.065057628080548,0.007275066898486
219,0.050397753122535,0.009640980294668
220,0.069464745685224,0.009532981419399
221,0.071462043642913,0.010342113917788
222,0.071701203824048,0.006965328982413
223,0.050081076168279,0.005976330753113
224,0.058505430375625,0.009231471486806
225,0.0669018338826,0.006713948126153
226,0.088241037296157,0.007232655196529
227,0.060240640887893,0.006768506415937
228,0.07520066079605,0.007045887447942
229,0.073816520864108,0.003802971786203
230,0.073510877077519,0.00792891658937
231,0.052491554656769,0.008322615076447
232,0.039266464268933,0.003098051297088
233,0.059089409148471,0.003985532060966
234,0.060955207592828,0.003677759872309
235,0.048808626848797,0.003739225595734
236,0.059290351884441,0.004497373584297
237,0.061040598336988,0.005922464756477
238,0.056288059757281,0.003713659307527
239,0.054251734012308,0.003779581943813
240,0.060498482342777,0.004730377634032
241,0.067281126936841,0.005468443083126
242,0.090758172460054,0.006794876473288
243,0.083762465085989,0.007452918844199
244,0.082278713909139,0.004657715096853
245,0.094520673976229,0.003932814605992
246,0.100545189646251,0.00571151308948
247,0.122979246867639,0.005628320495772
248,0.13837328335089,0.007827376531733
249,0.159507008438802,0.005961883542738
250,0.225312903497181,0.004047447828471
251,0.434970856053864,0.005105104827515
252,0.928553253646193,0.006722052220252
253,1.80342180648775,0.005593791957925
254,3.05822098783343,0.007659879768304
255,4.61735668965632,0.013318617034515
256,6.21358995890829,0.012288436718021
257,7.85090771305024,0.015484802589932
258,9.4954740481455,0.019294892154935
259,11.1061175872922,0.019756231094605
260,12.6463150488182,0.020733201621963
261,14.1875045392604,0.018691496958078
262,15.6685834714129,0.020569224791989
263,17.1959033473633,0.018842280627015
264,18.7638772084765,0.019733185462898
265,20.3324796247406,0.021290510363474
266,21.9489614010486,0.021739845964756
267,23.5779295020505,0.024114554684525
268,25.0891842996374,0.030014717870528
269,26.621434681685,0.0289779384411
270,28.3389345521874,0.036173952173816
271,30.0268968645176,0.040170893448651
272,31.6882229047758,0.040827653370139
273,33.2502043811453,0.044726950382212
274,34.7996181189531,0.042936317443689
275,36.2775163521631,0.044421622026789
276,37.7726560929336,0.046713023918987
277,39.2150642098399,0.042948895178656
278,40.5714990136861,0.042397125868759
279,41.9064695207329,0.043460629914085
280,43.1770486092017,0.049962139578662
281,44.3265716140956,0.051082035402886
282,45.4962075891411,0.052636643430095
283,46.5754544020989,0.053658059423567
284,47.5528417619526,0.060538862988915
285,48.5543646154854,0.054925607939336
286,49.5228490960878,0.044530957170474
287,50.4437571780882,0.053633860518635
288,51.3677446883311,0.067566666197532
289,52.2534359426787,0.063461721417681
290,53.0767179938606,0.056559326122414
291,53.8599594033491,0.067091796132732
292,54.6064133669082,0.07315796454009
293,55.3145439839408,0.059081993371678
294,56.061210597486,0.066296290117916
295,56.6962512290099,0.075710875900241
296,57.3333862166106,0.073311031839588
297,57.9931518616152,0.070820203862369
298,58.5346652909179,0.073546658562357
299,59.1341917209092,0.059994111214452
300,59.6570735374041,0.057002554652568
301,60.2378630004784,0.070240119826672
302,60.735350704295,0.072590396487642
303,61.2590715297216,0.068856265031658
304,61.7404488215945,0.068248909787435
305,62.2616928099057,0.066095177411107
306,62.8055396376967,0.074572490136917
307,63.2954552818382,0.07236748007917
308,63.8111181393051,0.076427007668233
309,64.3202467812137,0.076735815652448
310,64.7774396731812,0.072645157383973
311,65.2724163813163,0.063748121531555
312,65.7457608849447,0.067979525853327
313,66.2195569772666,0.075415186907184
314,66.7032120499008,0.070818646520353
315,67.1020785964644,0.070890162273012
316,67.5438837892835,0.073991672317798
317,68.0210777726525,0.07834208167143
318,68.471113865359,0.075380225009298
319,68.9104314940488,0.075023747088751
320,69.3845566150936,0.076188651246541
321,69.8304250198823,0.080100196490449
322,70.3122695664267,0.076171569479394
323,70.7539997364171,0.076197788800869
324,71.2063227612671,0.074874265183836
325,71.6094693002015,0.081553573568198
326,72.0821386342638,0.081967263694507
327,72.4844338230499,0.079894968796134
328,72.9010596350704,0.078549203155914
329,73.329257973177,0.085514991983514
330,73.6757947102204,0.07978783398382
331,74.0795822278624,0.079577314496464
332,74.4424960687915,0.081308612438617
333,74.7809091801272,0.078455831233225
334,75.1148399396267,0.082686442920203
335,75.4220182804256,0.085941528171126
336,75.7564828792451,0.084589459231773
337,76.0458261271533,0.077014201857075
338,76.3349334758484,0.082346086421078
339,76.6207652416154,0.082821397118314
340,76.8640234730912,0.078365151384953
341,77.1787787057027,0.075434335413721
342,77.4323098141639,0.079366768878317
343,77.6810443892059,0.081809229444732
344,77.9467513411398,0.083518473556537
345,78.1983404583173,0.086034162361112
346,78.4193945261676,0.082157702448201
347,78.6728547133491,0.082397169748715
348,78.9320738118177,0.076450126667257
349,79.2200627715304,0.08487995053573
350,79.4122610932887,0.081804621310563
351,79.7177553081319,0.08555802127275
352,79.8697589670649,0.07924867075445
353,80.1465602063987,0.070610687032333
354,80.4290892224158,0.084440702997167
355,80.6282929175211,0.096716962754393
356,80.8859617462003,0.095193071550159
357,81.0920841205677,0.086034855404494
358,81.3744616956361,0.084093672240586
359,81.7324511590306,0.084368990563263
360,82.0730896469635,0.093409051912161
361,82.4373204585058,0.093400713476255
362,82.6533854534179,0.086425982256748
363,82.746183964664,0.081001540926652
364,82.9169797576878,0.080998645794459
365,83.2044329759295,0.082059356785152
366,83.1345757552754,0.089536877821682
367,83.3091002104637,0.087952771984232
368,83.7220090798791,0.084213748305926
369,84.258530414114,0.105065347035753
370,84.6331104199924,0.105827878046902
371,84.687488194624,0.091583232902755
372,85.0078622857069,0.089989726579917
373,85.2692281288328,0.08373475085853
374,85.4678441946215,0.087771764875915
375,85.7136828213924,0.086505911501553
376,85.8543043293159,0.08655918371144
377,86.0861302020222,0.096500485989014
378,86.3328941455061,0.088749271060527
379,86.7170767958,0.074187955328734
380,86.9786362143037,0.086824836160695
381,86.8650667315617,0.090091426503379
382,87.1674511892717,0.080664384020945
383,87.429889071425,0.073761654699915
384,87.4276812290752,0.084352389352031
385,87.6606755900481,0.10265624746082
386,87.7616976468401,0.088782265789089
387,87.9436183888616,0.071339351051186
388,88.2487884337288,0.082824823477433
389,88.7708382527816,0.090625340473956
390,88.6621320696176,0.09149404223392
391,88.6570701540567,0.079430868945222
392,88.7292297417351,0.080497794512501
393,89.1138019900255,0.080742419235345
394,89.2973489569725,0.079381137683619
395,89.5869515220806,0.078572053648888
396,89.4213635565843,0.078734971236212
397,89.5082958937976,0.078542428666352
398,89.6095778049249,0.078040133142768
399,90.1033630677835,0.080433208804258
400,90.0915912001321,0.08354857073499
401,90.1319582934626,0.077948198332415
402,90.1844229488309,0.085755471516078
403,90.2445473452679,0.08726659836446
404,90.2224541542512,0.079010278964189
405,90.3969691568541,0.076258679989431
406,90.8302470544868,0.079899838880804
407,90.8458059250336,0.086654834683172
408,90.5911159234262,0.092331188876659
409,90.8564792553604,0.092835197340208
410,90.9147557974392,0.082768069254388
411,90.8493968120911,0.073974639192309
412,90.9392151329595,0.074804334756451
413,91.3048908098774,0.082011236935983
414,91.5386693837323,0.081276185170975
415,91.5818970066658,0.08070348543798
416,91.6573428824973,0.087163492966509
417,91.6619722519519,0.08277366515097
418,91.7329516301104,0.094377892797474
419,91.8134613725303,0.079933035209763
420,91.8655935604058,0.079217678874772
421,91.9763086623317,0.082787939150735
422,92.1863974266987,0.080247501701792
423,92.8042618292821,0.080766838414348
424,92.6069988900382,0.083840408974027
425,92.9682540240885,0.078849678913434
426,92.9612110985869,0.078748513037187
427,92.2405643247002,0.087023140729205
428,92.850839617551,0.090147310826169
429,92.1568468569802,0.079561539149778
430,92.7317408013772,0.087761004400087
431,92.9889776093573,0.085534488181239
432,92.8944829024496,0.082154455562945
433,92.9199849655504,0.078495367299121
434,93.3079671675236,0.080740654298784
435,92.973664169779,0.080747189707567
436,93.3219011686508,0.088657433095729
437,92.9873440556391,0.077492032697351
438,92.9202910328139,0.081286846069523
439,93.1483869762539,0.094803512179952
440,92.4486175315713,0.08871860186951
441,92.7595406178817,0.076761420460006
442,93.2337217468672,0.082645392000807
443,93.076721165935,0.079083368114381
444,93.1667979407139,0.08882541188035
445,93.3907820757382,0.073766652276796
446,93.2917817493319,0.082093788628408
447,93.521713750814,0.080388075136299
448,93.3270244862946,0.074430712760815
449,93.4003187053083,0.08524830080509
450,93.6818306602156,0.095518493652631
451,93.8416034960634,0.075205614749958
452,93.9115897696868,0.073344321887394
453,94.1879205387282,0.092812444753343
454,93.9822473678781,0.082810485161837
455,94.5433006679249,0.069806094924487
456,94.4909976294962,0.088960633169682
457,94.4186098539493,0.089386311591242
458,94.7587326501603,0.091381988443693
459,94.6941451353665,0.08411902963183
460,95.1431097510332,0.085689334216714
461,95.0425649006386,0.082881056393886
462,94.9885255411816,0.077726524168406
463,94.9256574202612,0.095165949907027
464,94.9321195528549,0.081564189985027
465,95.0602021528679,0.080413961825467
466,95.3198163695737,0.085141291337498
467,95.1418562014783,0.094320595193359
468,95.2815195416075,0.095442019378329
469,95.4855278849185,0.096136036455635
470,95.3600131951279,0.093439562269039
471,95.2841349554835,0.081811001279169
472,94.7073502722663,0.069110960735762
473,95.230481037948,0.08597783312745
474,95.4794474100401,0.085979982398334
475,95.776900076233,0.097607518342299
476,95.4377332155636,0.086060900595374
477,95.7623892299572,0.09773761792125
478,96.2337453950226,0.098811609531053
479,95.9285541718725,0.086585534628613
480,96.132153537275,0.077006571645368
481,96.2520264190186,0.087777853554226
482,96.1293037543627,0.082188246276942
483,95.901278736362,0.076648245826194
484,96.1880052187744,0.102777534784658
485,94.2705848931056,0.09955797124895
486,97.9380692490749,0.087800833135736
487,97.7323619961318,0.087323649784005
488,99.1693503254996,0.084266771891635
489,97.0552565778885,0.07550891373112
490,96.5405435493949,0.073309803123122
491,96.3317426555706,0.070545420711761
492,96.2907133261428,0.08245865209185
493,96.4683862487103,0.100448927347524
494,96.7381127338417,0.086999382500896
495,96.7124122641623,0.07873717743007
496,96.0634656373339,0.090678892622187
497,96.5508258519914,0.089333630435358
498,96.1937083495793,0.068585480881227
499,96.8782046495227,0.080924891432485
500,96.6419303362924,0.084759608470924
501,97.1071664451126,0.094405020924955
502,96.8319455248578,0.103101371425758
503,96.9819691873766,0.106998817375807
504,96.9601428047661,0.09062136269506
505,96.9715344988807,0.097851135587091
506,97.2743831701417,0.101514966854504
507,97.6240429647063,0.091280131634994
508,97.3027969703791,0.097530384530911
509,97.4955031278634,0.096250945635954
510,96.6924513226105,0.093122944364231
511,96.9305519477506,0.072348179418959
512,96.9781359060321,0.078974188320398
513,97.1290259237369,0.104185506891607
514,97.5317984695449,0.108503684807293
515,97.5353323659981,0.084156979595658
516,97.5416508636204,0.103646540980812
517,97.51316731465,0.08386930465335
518,97.0300045253735,0.105555372358019
519,96.9207612789718,0.093604505491108
520,97.1036480619508,0.070516137290558
521,96.8340718966454,0.081910109583685
522,97.4596493185959,0.077528341503466
523,97.0489695876388,0.076720107878356
524,97.3421199722249,0.120570028822954
525,97.1744667251832,0.090349171242205
526,96.9795201290395,0.089101354591728
527,97.5191631599805,0.119301034627275
528,96.9565232942976,0.115897292893925
529,97.8302741194814,0.102867860891628
530,97.1697723247542,0.140066150158928
531,97.2456573516295,0.116176987071322
532,97.4622175111818,0.097282346763534
533,96.8026063620138,0.089862745607178
534,97.5888919218676,0.10296788560637
535,97.5383309240078,0.075084950913815
536,98.0735455254987,0.082978681325288
537,97.6362630602221,0.075252022597944
538,97.1681720128063,0.064105766242105
539,97.7269968413191,0.080087038543215
540,97.7599435400644,0.087510641598756
541,97.7858150171419,0.07076435390083
542,97.5689643324893,0.050801977280059
543,97.9921727331388,0.066415824598168
544,97.8100824570258,0.066665742644943
545,98.0533036530836,0.064945785278372
546,97.6598500252192,0.084469382752882
547,97.2498215355371,0.081050967776036
548,97.3188234496569,0.0828002986274
549,97.7494251461117,0.066524741177775
550,98.2780285900678,0.081677863243752
551,97.8459577540833,0.06177857494676
552,97.89377612539,0.070010478603039
553,97.7048955097557,0.070920313665011
554,98.0447990065807,0.063702067668013
555,97.1024752958922,0.05850404325777
556,97.8406937881989,0.101837979625746
557,97.5617871117466,0.091095040969273
558,98.1604823171031,0.069308663796087
559,97.7590848532355,0.076337117012248
560,97.2992714991395,0.082668882379207
